negative_comment	target	positive_comment	overall_comment	score	city_name	date
	下一站台北青年旅店-西门町		超级无敌热情 家一样的感觉 楼下就是西门町 去哪里都方便	8.3	t-ai-pei	2017年6月7日
	杭州西湖国宾馆		特别好，很干净，很舒适，极美极大的宾馆！	9.6	Hangzhou	2018年12月31日
	町记忆旅店		非常棒，还会选择	10	t-ai-pei	2018年5月2日
	台北漫步旅店		棒棒哒	8.3	t-ai-pei	2018年10月10日
	天云旅栈台北西门		住在一楼比较不满意，网络信号不是很好，但很干净	7.5	t-ai-pei	2019年1月13日
	丹迪旅店天津店		地理位置好，性价比高，早点精致	10	t-ai-pei	2019年1月16日
	悠逸商旅士林馆		清洁，干静，早餐ok	8.3	t-ai-pei	2018年2月4日
	丹迪酒店大安森林公园店		位置特别好，大安森林公园站1出口既是；	8.8	t-ai-pei	2018年1月3日
	悠逸行旅		十分推荐！	10	t-ai-pei	2017年12月6日
	喜瑞饭店		服务棒，有家的感觉	10	t-ai-pei	2017年10月5日
	下一站台北青年旅店-西门町		西门町最佳选择！	9.6	t-ai-pei	2017年6月6日
	杭州西湖国宾馆		最佳入住体验！	9.2	Hangzhou	2018年12月29日
	町记忆旅店		非常棒的住宿体验，下次来还会住这里	10	t-ai-pei	2018年3月17日
	町记忆旅店		物超所值	10	t-ai-pei	2018年2月28日
	台北漫步旅店		棒	9.6	t-ai-pei	2018年10月9日
	天云旅栈台北西门		地理位置佳	8.8	t-ai-pei	2018年10月21日
	丹迪旅店天津店		非常惊喜	10	t-ai-pei	2018年10月6日
	悠逸商旅士林馆		酒店干净整洁	9.2	t-ai-pei	2018年1月7日
	丹迪酒店大安森林公园店		早餐非常棒，超过预期。	10	t-ai-pei	2017年12月26日
	悠逸行旅		旅舍设计很漂亮，感觉很高级，很现代化，干净。	9.6	t-ai-pei	2017年11月23日
	悠逸行旅		很不错的体验 如果还有机会去台湾会选择一样的旅馆。	9.6	t-ai-pei	2017年10月25日
	喜瑞饭店		很不错	10	t-ai-pei	2017年9月24日
	下一站台北青年旅店-西门町		在网上定的双人房根本就没有，因为到时太晚所以只能住一个晚上...	3.3	t-ai-pei	2017年6月3日
	杭州西湖国宾馆		环境，装修，服务员态度都很到位，天然大理石地砖都带地暖...	10	Hangzhou	2018年12月24日
	町记忆旅店		員工很熱情!	10	t-ai-pei	2018年2月20日
	台北漫步旅店		环境不错，地理位置也好，工作人员态度不错。	7.5	t-ai-pei	2018年10月5日
	天云旅栈台北西门		地理位置好	8.8	t-ai-pei	2018年10月6日
	丹迪旅店天津店		感觉很不错	8.8	t-ai-pei	2018年7月12日
	悠逸商旅士林馆		地點好有附停車位	9.2	t-ai-pei	2018年1月2日
	丹迪酒店大安森林公园店		下次台北还要入住	9.2	t-ai-pei	2017年12月19日
	悠逸行旅		超级满意！	10	t-ai-pei	2017年10月22日
	喜瑞饭店		服务	9.6	t-ai-pei	2017年9月3日
	下一站台北青年旅店-西门町		位于西门町里面，从捷运站步行3-4分钟。	9.2	t-ai-pei	2017年5月26日
	杭州西湖国宾馆		有风景和历史更有得体的服务	9.6	Hangzhou	2018年12月18日
	町记忆旅店		很温馨，服务很棒～	10	t-ai-pei	2018年2月17日
	台北漫步旅店		地点很赞，离捷运西门站走路10分钟就到，很好逛街...	9.2	t-ai-pei	2018年10月2日
	天云旅栈台北西门		地理位置优越，服务到位，负责，房间很大	10	t-ai-pei	2018年9月13日
	天云旅栈台北西门		员工服务很好很细心，让人很踏实。	9.2	t-ai-pei	2018年5月31日
	丹迪旅店天津店		还不错的	10	t-ai-pei	2018年5月31日
	悠逸商旅士林馆		很舒适时尚的酒店	9.2	t-ai-pei	2017年12月26日
	悠逸商旅士林馆		各方面都不錯	10	t-ai-pei	2017年11月18日
	丹迪酒店大安森林公园店		酒店位置很方便，捷运信义线6号口出来50米左右即到...	9.2	t-ai-pei	2017年12月4日
	悠逸行旅		要内外兼修啊～～	7.9	t-ai-pei	2017年10月16日
	喜瑞饭店		免费升级了房间，服务非常细致周到。	9.6	t-ai-pei	2017年8月24日
	下一站台北青年旅店-西门町		地理位置优越，员工服务态度好	5.8	t-ai-pei	2017年5月2日
	杭州西湖国宾馆		外部环境高大上，大氧吧空气很好	8.8	Hangzhou	2018年12月17日
	町记忆旅店		早餐很丰富	8.8	t-ai-pei	2018年1月29日
	台北漫步旅店		工作人员很热情，帮忙解答各种问题，房间干净卫生	8.8	t-ai-pei	2018年9月18日
	台北漫步旅店		优异的	10	t-ai-pei	2018年8月30日
	天云旅栈台北西门		处在闹市中的小巷 特别安静	10	t-ai-pei	2018年5月22日
	丹迪旅店天津店		服务满意	7.5	t-ai-pei	2018年2月10日
	悠逸商旅士林馆		服务很好	10	t-ai-pei	2017年10月25日
	丹迪酒店大安森林公园店		行李比较重时可以从捷运6号口出来，右转看到711再右转就到了。	10	t-ai-pei	2017年11月12日
	悠逸行旅		环境好，员工很热情，主动问好并且会主动要帮忙叫车。	9.2	t-ai-pei	2017年10月3日
	喜瑞饭店		不是第一次入住了，一如既往非常满意	10	t-ai-pei	2017年8月7日
	下一站台北青年旅店-西门町		会推荐朋友去的西门町青年旅馆	9.6	t-ai-pei	2017年5月2日
	杭州西湖国宾馆		这次比较冲忙，时间紧迫，国宾馆环境优雅舒适，下次还是要来	10	Hangzhou	2018年12月9日
	町记忆旅店		挺有特色的	7.9	t-ai-pei	2017年11月24日
	町记忆旅店		挺好！	9.6	t-ai-pei	2017年11月12日
	台北漫步旅店		员工热情友好，积极帮助解答问题。	9.6	t-ai-pei	2018年7月19日
	天云旅栈台北西门		非常棒	10	t-ai-pei	2018年5月7日
	丹迪旅店天津店		干净，热情，早餐很好	10	t-ai-pei	2017年11月3日
	悠逸商旅士林馆		超好的入住体验～超好的服务～	9.2	t-ai-pei	2017年8月25日
	丹迪酒店大安森林公园店		地点太好了。	7.9	t-ai-pei	2017年10月26日
	悠逸行旅		干净舒适适合短途旅行	9.2	t-ai-pei	2017年9月19日
	悠逸行旅		很满意服务也很好	10	t-ai-pei	2017年8月7日
	喜瑞饭店		服务人员很热情，还帮我们升等	9.6	t-ai-pei	2017年7月13日
	喜瑞饭店		下次还来	10	t-ai-pei	2017年5月20日
	下一站台北青年旅店-西门町		性价比高	9.6	t-ai-pei	2017年4月2日
	下一站台北青年旅店-西门町		位置超级棒 楼下就是西门町	8.3	t-ai-pei	2017年3月31日
	杭州西湖国宾馆		非常好	10	Hangzhou	2018年12月6日
	杭州西湖国宾馆		服务态度极佳，真正宾至如归	9.6	Hangzhou	2018年12月3日
	町记忆旅店		位置很好，很文艺	7.5	t-ai-pei	2017年10月13日
	台北漫步旅店		度过了舒适愉快的5晚	9.2	t-ai-pei	2018年6月21日
	天云旅栈台北西门		挺满意的～地理位置十分优越了～下次还会选这里～	10	t-ai-pei	2018年5月6日
	丹迪旅店天津店		这家真的服务很好，很贴心。	10	t-ai-pei	2017年7月2日
	悠逸商旅士林馆		太有礼貌了	9.6	t-ai-pei	2017年5月31日
	丹迪酒店大安森林公园店		交通便利，员工服务好，早餐种类多，质量好...	10	t-ai-pei	2017年10月26日
	悠逸行旅		还好啦。	7.5	t-ai-pei	2017年8月7日
	下一站台北青年旅店-西门町		在闹市区，楼下没有标识，不知道是在九层。	10	t-ai-pei	2019年2月28日
	杭州西湖国宾馆		得天独厚的里西湖美景，国宾馆的历史文化底蕴...	9.6	Hangzhou	2018年11月27日
	町记忆旅店		舒适休闲	10	t-ai-pei	2017年10月13日
	台北漫步旅店		交通便利，离西门町捷运站很近，附近好多吃的逛的，员工也亲切	7.5	t-ai-pei	2018年5月30日
	天云旅栈台北西门		浴室设计太赞！	10	t-ai-pei	2018年5月2日
	丹迪旅店天津店		舒适	9.6	t-ai-pei	2017年5月10日
	悠逸商旅士林馆		长得有颜值，住得挺舒适，离捷运站有点距离	7.1	t-ai-pei	2017年5月17日
	丹迪酒店大安森林公园店		下次还来！	10	t-ai-pei	2017年10月21日
	悠逸行旅		乾淨安心方便的行旅	8.8	t-ai-pei	2017年7月14日
	下一站台北青年旅店-西门町		服务好，地理位置好	10	t-ai-pei	2019年2月22日
	下一站台北青年旅店-西门町		床比较大呀，很干净，员工很亲切	10	t-ai-pei	2019年2月15日
	杭州西湖国宾馆		非常满意	9.6	Hangzhou	2018年11月26日
	町记忆旅店		楼下的咖啡特别赞。	10	t-ai-pei	2017年10月12日
	台北漫步旅店		性价比很高，前台姐姐们态度很好，位置出行方便，也很安静...	10	t-ai-pei	2018年5月30日
	天云旅栈台北西门		下次还会再来	10	t-ai-pei	2018年3月30日
	天云旅栈台北西门		非常棒，地理位置好，逛街方便，员工态度非常好	10	t-ai-pei	2018年3月1日
	悠逸商旅士林馆		干净舒适，阳台很舒服	8.8	t-ai-pei	2017年5月16日
	丹迪酒店大安森林公园店		非常好的亲子住宿地点，对面大安森林公园的儿童游乐场非常棒，小朋友玩到不要回来！	8.3	t-ai-pei	2017年10月9日
	悠逸行旅		员工热情周到，咨询了出行线路...	9.6	t-ai-pei	2017年6月12日
	下一站台北青年旅店-西门町		有些人晚回来太吵了，进一步规范	10	t-ai-pei	2019年2月9日
	杭州西湖国宾馆		非常棒	9.6	Hangzhou	2018年11月26日
	町记忆旅店		适合年轻情侣的一间酒店	5.4	t-ai-pei	2017年10月9日
	台北漫步旅店		店员特别友好可爱，给我推荐附近的卤肉饭好吃又便宜...	10	t-ai-pei	2018年5月26日
	天云旅栈台北西门		小巧精制的酒店	10	t-ai-pei	2018年2月28日
	天云旅栈台北西门		位置很好，非常干净	9.2	t-ai-pei	2018年2月26日
	悠逸商旅士林馆		好评	10	t-ai-pei	2017年5月7日
	丹迪酒店大安森林公园店		爽	9.6	t-ai-pei	2017年9月22日
	丹迪酒店大安森林公园店		地理位置的关系，以及早餐的原因，选择住在这里还是比较好的	7.5	t-ai-pei	2017年9月18日
	悠逸行旅		第一次住背包客，下铺没有了只能睡上铺，感觉房间人多，比较吵...	7.9	t-ai-pei	2017年5月15日
	悠逸行旅		超出预期的一晚入住	10	t-ai-pei	2017年5月14日
	下一站台北青年旅店-西门町		挺好	9.6	t-ai-pei	2019年1月6日
	杭州西湖国宾馆		环境很棒 服务也很好 自助餐很好吃	9.6	Hangzhou	2018年11月26日
	町记忆旅店		氛围很好，位置也方便	10	t-ai-pei	2017年9月9日
	台北漫步旅店		早餐很棒，旅店员工都很亲切，遇到旅行上的问题都会给予帮忙和解答	10	t-ai-pei	2018年5月14日
	天云旅栈台北西门		性价比可以	9.6	t-ai-pei	2018年2月25日
	丹迪酒店大安森林公园店		非常棒推荐入住	8.8	t-ai-pei	2017年9月10日
	悠逸行旅		老板员工都很热情，酒店外观醒目易寻	7.9	t-ai-pei	2017年4月30日
	下一站台北青年旅店-西门町		第二次入住，很近，很方便，就在西门町	7.5	t-ai-pei	2018年12月17日
	下一站台北青年旅店-西门町		都不错	9.2	t-ai-pei	2018年11月22日
	杭州西湖国宾馆		园林景色不错	8.3	Hangzhou	2018年11月15日
	杭州西湖国宾馆		风景优美	7.5	Hangzhou	2018年11月12日
	町记忆旅店		枕頭不太舒適	8.3	t-ai-pei	2017年8月21日
	台北漫步旅店		下次不可能再去了	3.8	t-ai-pei	2018年4月27日
	天云旅栈台北西门		提供的餐点只有面包	7.9	t-ai-pei	2018年2月17日
	北京心普乐之家		公共空间和公共厨房都很好，空间利用的很好。	8.3	beijing	2018年4月12日
	丹迪酒店大安森林公园店		整洁卫生，日式管理风格，早餐不错，比邻大安森林公园地铁站	10	t-ai-pei	2017年8月28日
	悠逸行旅		很舒适	9.6	t-ai-pei	2017年4月23日
	杭州西湖国宾馆		宾至如归莫过于此，值得推荐，武警站岗...	9.6	Hangzhou	2018年11月8日
	町记忆旅店		很棒	10	t-ai-pei	2017年8月15日
	台北漫步旅店		很不错 对待客人很亲切热情...	9.6	t-ai-pei	2018年4月23日
	天云旅栈台北西门		位置就在西门町，非常好逛	10	t-ai-pei	2018年1月26日
	北京心普乐之家		第一次住青旅，感觉超好！	10	beijing	2018年3月24日
	丹迪酒店大安森林公园店		超乎预期的满意！	10	t-ai-pei	2017年8月24日
	悠逸行旅		非常干净，交通也很便利，走路7分钟左右到捷运...	9.2	t-ai-pei	2017年4月3日
	杭州西湖国宾馆		无与伦比的入住体验	10	Hangzhou	2018年11月6日
	町记忆旅店		整体住宿很方便，小朋友很开下，B1的吃的玩的东西很多，很赞	9.6	t-ai-pei	2017年7月26日
	台北漫步旅店		员工很nice，很热情，住宿环境很温馨	7.5	t-ai-pei	2018年4月10日
	天云旅栈台北西门		都还可以 房子矮 床却很高	8.8	t-ai-pei	2018年1月22日
	北京心普乐之家		轻松，舒服！	10	beijing	2018年1月11日
	晴美公寓酒店		房间超大，非常适合家庭出游。	10	t-ai-pei	2019年2月19日
	丹迪酒店大安森林公园店		非常舒适，各种细节的地方可以感受到店家的用心	9.6	t-ai-pei	2017年7月30日
	悠逸行旅		死也不再来	3.8	t-ai-pei	2017年3月27日
	公寓10F		早晨美味，丰富点，有水果，而且前台三位小姐姐都很好...	10	t-ai-pei	2019年3月19日
	杭州西湖国宾馆		满意	10	Hangzhou	2018年11月5日
	町记忆旅店		地点，服务	7.5	t-ai-pei	2017年7月9日
	台北漫步旅店		装饰比较新。	7.1	t-ai-pei	2018年4月8日
	北京心普乐之家		特别满意	10	beijing	2017年12月29日
	晴美公寓酒店		很不错，值得选择，适合家庭游	8.8	t-ai-pei	2019年2月19日
	丹迪酒店大安森林公园店		下次去台北依旧选择这里	9.6	t-ai-pei	2017年6月23日
	悠逸行旅		非常干净，厕所非常清爽	10	t-ai-pei	2019年1月13日
	公寓10F		很温馨	10	t-ai-pei	2019年3月12日
	杭州西湖国宾馆		早餐还行，口味一般偏上，品种不算特别丰盛，但也可以。	9.6	Hangzhou	2018年11月5日
	町记忆旅店		地点很便利，酒店服务非常棒，酒店设计很有情调！	10	t-ai-pei	2017年6月24日
	台北漫步旅店		店内会组织活动~	7.9	t-ai-pei	2018年3月29日
	下一站台北青年旅店-西门町		员工态度超好，共享空间超好	10	t-ai-pei	2018年11月16日
	天云旅栈台北西门		还算可以吧	8.8	t-ai-pei	2017年11月30日
	晴美公寓酒店		设施很新很全很干净，员工热情友善。	9.6	t-ai-pei	2019年2月13日
	晴美公寓酒店		酒店的工作人员都很好，也很贴心...	10	t-ai-pei	2019年2月11日
	丹迪酒店大安森林公园店		热情的员工	9.6	t-ai-pei	2017年6月12日
	悠逸行旅		婉拒了要求下铺的申请	8.8	t-ai-pei	2019年1月3日
	公寓10F		干净 方便便捷 服务好	9.2	t-ai-pei	2019年3月3日
	公寓10F		员工特别亲切友善！	10	t-ai-pei	2019年3月2日
	杭州西湖国宾馆		非常好的酒店	9.6	Hangzhou	2018年10月20日
	町记忆旅店		Nice	10	t-ai-pei	2017年5月30日
	台北漫步旅店		舒适	9.2	t-ai-pei	2018年3月10日
	下一站台北青年旅店-西门町		性价比高位置好	10	t-ai-pei	2018年11月16日
	信星青年旅馆 - 台北车站		性價比很高	10	t-ai-pei	2019年3月20日
	天云旅栈台北西门		地点方便、舒適、	9.6	t-ai-pei	2017年10月31日
	晴美公寓酒店		非常满意的入住	10	t-ai-pei	2019年2月11日
	丹迪酒店大安森林公园店		非常庆幸最终还是选择了这家丹迪，带着11个月的宝宝出行...	9.2	t-ai-pei	2017年6月4日
	悠逸行旅		环境很舒适，服务态度非常好	9.6	t-ai-pei	2019年1月1日
	公寓10F		超级棒的一次体验，地理位置很好，步行可到达西门町和台北车站...	10	t-ai-pei	2019年2月25日
	杭州西湖国宾馆		环境，服务人员的笑脸及服务，餐饮的品质都很棒！	10	Hangzhou	2018年10月9日
	町记忆旅店		闹中取静	10	t-ai-pei	2017年5月1日
	台北漫步旅店		还行吧	7.5	t-ai-pei	2018年3月5日
	下一站台北青年旅店-西门町		乾淨，很舒服，地理位置也方便	10	t-ai-pei	2018年11月16日
	下一站台北青年旅店-西门町		地点非常棒！	9.2	t-ai-pei	2018年11月13日
	信星青年旅馆 - 台北车站		是一次不错的青旅体验	8.3	t-ai-pei	2019年3月17日
	天云旅栈台北西门		爽	10	t-ai-pei	2017年10月12日
	天云旅栈台北西门		很喜欢酒店的设计，特别是卫生间	10	t-ai-pei	2017年10月7日
	晴美公寓酒店		绝棒！	10	t-ai-pei	2019年2月10日
	晴美公寓酒店		服务很好，非常干净舒适的房间，带着孩子住很适合	10	t-ai-pei	2019年1月17日
	丹迪酒店大安森林公园店		交通便利	9.2	t-ai-pei	2017年5月25日
	丹迪酒店大安森林公园店		超值的住宿体验！	9.6	t-ai-pei	2017年5月4日
	悠逸行旅		高性价比	7.9	t-ai-pei	2018年12月18日
	公寓10F		地理位置超级棒，对面就可以坐捷运去机场...	10	t-ai-pei	2019年2月25日
	杭州西湖国宾馆		值得再次入住	10	Hangzhou	2018年9月25日
	台北漫步旅店		洗澡水够猛，热度容易调控，整体环境干净整洁...	10	t-ai-pei	2018年2月28日
	下一站台北青年旅店-西门町		位置很好，性价比超高。	8.3	t-ai-pei	2018年10月6日
	信星青年旅馆 - 台北车站		地理位置ok 性价比也不错。	7.5	t-ai-pei	2019年3月15日
	天云旅栈台北西门		总体来说还算满意，就是早餐只提供面包，牛奶咖啡，可选性太少了	9.2	t-ai-pei	2017年8月25日
	晴美公寓酒店		非常干净，房间非常大，设计也很合理，舒适度极高！	9.6	t-ai-pei	2018年12月10日
	台北天晴青年旅店		地理位置优越，去台北那里都方便，在台北中心城区，旁边就是公园	10	t-ai-pei	2019年2月15日
	丹迪酒店大安森林公园店		地理位置特别好，地铁直达酒店大门口，对面就是大安森林公园...	9.6	t-ai-pei	2017年5月3日
	悠逸行旅		位置在路边，好找	6.3	t-ai-pei	2018年12月14日
	悠逸行旅		床铺舒服，会提供牙刷等洗漱用品，还有自助早餐	10	t-ai-pei	2018年10月26日
	公寓10F		作为超小型住宿爱好者来说，超级棒！！	9.6	t-ai-pei	2019年2月19日
	杭州西湖国宾馆		高大上，与国际标准接轨	9.6	Hangzhou	2018年9月20日
	台北漫步旅店		位置比较便利 适合年轻人	10	t-ai-pei	2018年2月8日
	下一站台北青年旅店-西门町		早餐味道还不错	6.9	t-ai-pei	2018年9月7日
	信星青年旅馆 - 台北车站		房间很小，一个人凑合一晚上还行，但是牙刷牙膏需要付费或者自备...	6.7	t-ai-pei	2019年3月14日
	天云旅栈台北西门		员工都特别和善，感受到台湾的服务品质	7.9	t-ai-pei	2017年6月7日
	天云旅栈台北西门		完美	10	t-ai-pei	2017年4月18日
	晴美公寓酒店		房间很大	10	t-ai-pei	2018年11月29日
	晴美公寓酒店		很棒啦！	10	t-ai-pei	2018年11月20日
	台北天晴青年旅店		地理位置赞，设施全面又不浪费，是一家好青旅...	9.6	t-ai-pei	2019年2月8日
	台北天晴青年旅店		位置很好呀，走去西门町10分钟不到，去台大捷运站的话...	10	t-ai-pei	2019年1月11日
	丹迪酒店大安森林公园店		超级推荐的酒店	10	t-ai-pei	2017年4月26日
	丹迪酒店大安森林公园店		很适合亲子游的酒店	8.8	t-ai-pei	2017年4月24日
	悠逸行旅		還是那麽好	10	t-ai-pei	2018年10月19日
	悠逸行旅		值	8.3	t-ai-pei	2018年8月30日
	公寓10F		环境舒适干净，服务很贴心！	10	t-ai-pei	2019年2月15日
	杭州西湖国宾馆		带父母入住八号楼，这里有超一流的景色，服务和设施...	10	Hangzhou	2018年9月19日
	杭州西湖国宾馆		环境优美，酒店紧邻西湖对望苏堤，酒店内部小桥流水一步一景。	10	Hangzhou	2018年9月9日
	台北漫步旅店		员工们都很友善，去的时候还有圣诞派对，可惜没参加。	8.8	t-ai-pei	2018年1月16日
	下一站台北青年旅店-西门町		方便程度很赞	7.5	t-ai-pei	2018年8月19日
	信星青年旅馆 - 台北车站		离台北车站很近，交通很方便，楼下有很多吃的，环境很棒...	9.6	t-ai-pei	2019年3月14日
	天云旅栈台北西门		位置不错的酒店	7.1	t-ai-pei	2017年3月27日
	晴美公寓酒店		服务质量满分！	8.8	t-ai-pei	2018年11月20日
	台北天晴青年旅店		交通便利，那么小的地方还有电梯，并且帮助我们把箱子搬进房间...	10	t-ai-pei	2018年12月17日
	丹迪酒店大安森林公园店		服务很热情	8.3	t-ai-pei	2017年4月23日
	丹迪酒店大安森林公园店		員工很友善，十分樂意幫助客人。	8.8	t-ai-pei	2017年4月23日
	悠逸行旅		很安静，适合居住	7.1	t-ai-pei	2018年7月24日
	悠逸行旅		超乎预期的体验	9.6	t-ai-pei	2018年6月25日
	公寓10F		Hostel位置超级好，马路对面就是台北车站,步行可到西门町！	10	t-ai-pei	2019年2月14日
	公寓10F		员工非常的热情，氛围很和谐，这是我们来台湾的第一家酒店...	10	t-ai-pei	2019年2月13日
	杭州西湖国宾馆		位置好，服务好，虽然3号楼地毯有点脏，装修有点旧...	9.6	Hangzhou	2018年9月4日
	台北漫步旅店		很不错	8.8	t-ai-pei	2017年12月26日
	台北漫步旅店		学好英文再去	9.2	t-ai-pei	2017年12月14日
	下一站台北青年旅店-西门町		挺好的 喜歡這裡	9.2	t-ai-pei	2018年8月16日
	信星青年旅馆 - 台北车站		距离台北车站很近，附近吃饭也很方便。	9.6	t-ai-pei	2019年3月12日
	信星青年旅馆 - 台北车站		离车站很近	10	t-ai-pei	2019年3月12日
	晴美公寓酒店		很值得	10	t-ai-pei	2018年11月7日
	台北天晴青年旅店		空间太小，位置较好。行礼不多的话会再次入住	7.9	t-ai-pei	2018年10月30日
	台北天晴青年旅店		地理位置优越，干净卫生，洗衣机烘衣机饮水机等设施非常有用...	10	t-ai-pei	2018年10月16日
	丹迪酒店大安森林公园店		Nice	7.1	t-ai-pei	2017年4月12日
	悠逸行旅		房間乾淨，廁所盥洗室足夠，隱密性高，價錢划算。	9.2	t-ai-pei	2018年6月18日
	公寓10F		浴室很不错有隔开，员工都很nice，床位很舒服...	10	t-ai-pei	2019年1月25日
	公寓10F		一切都好。	10	t-ai-pei	2019年1月23日
	杭州西湖国宾馆		早餐品种多.	9.2	Hangzhou	2018年9月2日
	杭州西湖国宾馆		酒店位置佳，环境美，儿童活动多，适合亲子家庭	9.2	Hangzhou	2018年8月27日
	台北漫步旅店		整体很棒，下次来台北优先选择这家店。	10	t-ai-pei	2017年11月26日
	下一站台北青年旅店-西门町		CP值	8.3	t-ai-pei	2018年7月25日
	下一站台北青年旅店-西门町		Very nice	10	t-ai-pei	2018年7月11日
	信星青年旅馆 - 台北车站		六人间有窗户 很赞	6.3	t-ai-pei	2019年3月11日
	信星青年旅馆 - 台北车站		家的感觉	9.6	t-ai-pei	2019年3月9日
	晴美公寓酒店		超级好	10	t-ai-pei	2019年2月1日
	台北天晴青年旅店		位置特别好，离地铁站、台北车站都很近；	10	t-ai-pei	2018年10月14日
	丹迪酒店大安森林公园店		非常好的服务和位置，非常人性化！会再来	9.6	t-ai-pei	2017年4月5日
	丹迪酒店大安森林公园店		方便快捷	9.6	t-ai-pei	2017年4月5日
	悠逸行旅		开心的台湾之旅	8.3	t-ai-pei	2018年5月6日
	公寓10F		前台小姐姐们都很nice会推荐各种你想要的吃喝玩乐攻略...	10	t-ai-pei	2019年1月23日
	杭州西湖国宾馆		礼宾部的小伙子们服务都很好	9.2	Hangzhou	2018年8月24日
	杭州西湖国宾馆		交通便利，环境非常优美，服务也很周到，早餐丰富。	7.9	Hangzhou	2018年8月24日
	台北漫步旅店		地段在西门町的成都路，位置很好，作为一间国际旅店...	8.8	t-ai-pei	2017年11月24日
	下一站台北青年旅店-西门町		便宜，还好，太满意了~~	10	t-ai-pei	2018年6月14日
	下一站台北青年旅店-西门町		地理位置超好 而且不吵	9.2	t-ai-pei	2018年4月13日
	信星青年旅馆 - 台北车站		这是我在台湾住过最好的青年旅社！	10	t-ai-pei	2019年3月9日
	晴美公寓酒店		位置超好，服务热情	9.6	t-ai-pei	2019年1月15日
	台北天晴青年旅店		地理位置挺不错的，台大医院出来，横穿一个公园就到了，很快。	10	t-ai-pei	2018年10月10日
	丹迪酒店大安森林公园店		很满意的一次住宿体验	9.6	t-ai-pei	2017年4月5日
	丹迪酒店大安森林公园店		位置很好 在中心区 挨着地铁站 房间一般 但是性价比合适	10	t-ai-pei	2017年4月1日
	悠逸行旅		床位的挡帘不够密闭,希望能够改进	8.8	t-ai-pei	2018年4月7日
	公寓10F		前台的小姐姐人很好，环境也很赞。	10	t-ai-pei	2019年1月10日
	杭州西湖国宾馆		就在西湖边，环境优美，员工态度热情友好，服务周到...	9.6	Hangzhou	2018年8月20日
	杭州西湖国宾馆		可以看出酒店服务管理的高水平，以及希望以软件服务的优势弥补硬件缺陷。	7.9	Hangzhou	2018年8月19日
	台北漫步旅店		super friendly staff！	10	t-ai-pei	2017年11月23日
	下一站台北青年旅店-西门町		非常好 员工服务态度也很好	10	t-ai-pei	2018年3月16日
	信星青年旅馆 - 台北车站		非常棒	10	t-ai-pei	2019年3月9日
	晴美公寓酒店		新酒店味道还有	8.3	t-ai-pei	2018年12月30日
	台北天晴青年旅店		位置很好，离火车站，西门町都近，而且干净卫生...	10	t-ai-pei	2018年10月8日
	丹迪酒店大安森林公园店		地点决定性价比	8.3	t-ai-pei	2017年3月30日
	丹迪酒店大安森林公园店		性价比不错，入住还可以	8.3	t-ai-pei	2019年2月22日
	悠逸行旅		很棒很乾淨	9.2	t-ai-pei	2018年4月5日
	悠逸行旅		满意	9.6	t-ai-pei	2018年3月29日
	公寓10F		交通便利，服务态度良好，房间靠谱	7.9	t-ai-pei	2019年1月2日
	公寓10F		台北站附近，在大厦10楼，房间是榻榻米，超级喜欢。	9.2	t-ai-pei	2018年12月29日
	杭州西湖国宾馆		風景好，設施好，物超所ㄓˊㄓ	10	Hangzhou	2018年8月8日
	杭州西湖国宾馆		非常满意，环境好，员工态度好，细心，贴心！	10	Hangzhou	2018年7月31日
	台北漫步旅店		大堂环境不错	7.1	t-ai-pei	2017年11月5日
	门埕青旅		强推！满分体验💯	10	t-ai-pei	2019年3月17日
	下一站台北青年旅店-西门町		很棒哦	10	t-ai-pei	2018年3月9日
	信星青年旅馆 - 台北车站		公共区域宽敞舒适，是想象中青旅应该成为的样子，很棒...	9.6	t-ai-pei	2019年3月9日
	晴美公寓酒店		十分舒适，体验完美	10	t-ai-pei	2018年12月7日
	台北天晴青年旅店		工作人员态度很好。	10	t-ai-pei	2018年9月28日
	台北天晴青年旅店		员工都超级热情，为了解答我们预登机的问题特意查了很多资料...	8.3	t-ai-pei	2018年9月4日
	丹迪酒店大安森林公园店		交通便利，态度好	10	t-ai-pei	2019年2月2日
	悠逸行旅		近乎完美的青旅	9.2	t-ai-pei	2018年3月2日
	公寓10F		位置很棒！	8.8	t-ai-pei	2018年12月28日
	公寓10F		特别好...	10	t-ai-pei	2018年12月27日
	杭州西湖国宾馆		园区的环境非常好。	10	Hangzhou	2018年7月22日
	合星青年旅馆 		地点好，出门就是忠孝东路，不能再方便。	9.6	t-ai-pei	2019年3月18日
	台北漫步旅店		言語不足以形容，一定要自己來感受！	10	t-ai-pei	2017年9月30日
	门埕青旅		赞赞赞	10	t-ai-pei	2019年3月12日
	下一站台北青年旅店-西门町		基本满意	10	t-ai-pei	2018年2月25日
	信星青年旅馆 - 台北车站		非常棒！很推荐这一家~	9.6	t-ai-pei	2019年3月7日
	信星青年旅馆 - 台北车站		可以说非常舒适了~	9.6	t-ai-pei	2019年3月6日
	晴美公寓酒店		Good	10	t-ai-pei	2018年10月30日
	台北天晴青年旅店		很棒, 會推介朋友入住	10	t-ai-pei	2018年8月24日
	台北天晴青年旅店		房间虽然小但是很整洁 员工都很热情主动为我们介绍景点...	10	t-ai-pei	2018年8月22日
	丹迪酒店大安森林公园店		还不错	8.5	t-ai-pei	2019年2月1日
